;words;doc_occurance
2556;neighbourhoods;1
2566;neptunian;1
2567;nergal;1
2571;nicola;1
2576;nilakantha;1
2577;ninth;1
2579;node;1
2581;nodes;1
2582;nogah;1
2588;notices;1
2589;nouvelles;1
2596;novus;1
2597;nuclear;3
2612;nundinal;1
2613;nuria;1
2673;observable;1
2674;observation;3
2677;observational;1
2680;observationally;1
2696;occurrence;1
2700;odd;1
2709;oligarchic;1
2710;olympian;1
2711;omens;1
2715;onsi;1
2716;oph;1
2718;ophiuchus;1
2757;orbited;1
2797;organised;1
2798;oriental;1
2812;originates;1
2813;originating;1
2815;orion;1
2816;oscillates;1
2817;ots;1
2819;otto;1
2822;outgassing;1
2825;outward;1
2826;overcome;1
2827;overlaid;1
2838;pantheon;1
2844;parmenides;1
2854;pending;1
2859;perceptions;1
2860;perfectly;1
2862;periapsis;1
2863;periastron;1
2864;perihelion;1
2874;perpendicular;1
2875;perpetual;1
2877;perpetually;1
2879;personal;1
2881;pestilence;1
2882;phaethon;1
2885;phainon;1
2886;phd;1
2889;phosphoros;1
2892;photoevaporation;1
2898;physically;1
2899;pitkernnorsk;2
2902;plane;1
3051;planetes;1
3054;planetesimals;1
3058;planethood;1
3222;poetic;1
3237;position;1
3260;precise;2
3261;precisely;1
3262;predicting;1
3265;presents;1
3266;preserved;2
3274;presumed;1
3288;probable;1
3320;proposes;1
3321;propounded;1
3323;protected;2
3327;protoplanet;1
3328;protoplanetary;1
3335;protoplanets;1
3338;protostar;1
3341;proximities;1
3342;proximity;1
3344;proxy;1
3345;psr;1
3349;ptolemy;1
3353;publishing;1
3354;pull;1
3355;pulsar;1
3360;pulsars;1
3362;purpose;1
3366;pyroeis;1
3368;pythagoras;1
3369;qotb;1
3371;queloz;1
3376;radar;1
3379;radioactive;1
3380;radius;1
3382;ragep;1
3383;rahu;1
3384;ramasubramanian;1
3385;randomly;1
3392;raul;1
3393;ray;2
3396;razaullah;1
3402;realize;1
3405;receive;2
3409;reclassification;2
3417;redistributes;1
3432;regardless;2
3438;reinforces;1
3442;relation;2
3468;remember;1
3469;remnant;1
3471;remnants;1
3475;rendition;1
3480;reports;2
3489;resolve;1
3491;resonant;1
3492;resting;1
3553;retrograde;1
3559;reviewed;1
3560;revise;1
3564;revolve;1
3566;revolved;1
3567;revolving;1
3577;roaming;1
3580;rochberg;1
3581;roche;1
3582;rock;2
3589;rogue;1
3602;romance;1
3603;romans;1
3606;rosy;1
3610;rotated;1
3619;rotational;1
3625;rounded;1
3631;roundness;1
3633;roy;1
3638;rudolf;2
3641;sabastien;1
3643;sacred;1
3647;sally;1
3648;samantha;1
3649;samos;1
3650;samuel;1
3652;sank;1
3668;saturn;1
3676;"saturn
";1
3677;saturnus;1
3680;scandinavian;1
3681;schemes;1
3707;sealed;1
3721;seemingly;1
3728;selene;1
3729;semimajor;1
3731;separating;1
3742;shabbatai;1
3743;shani;1
3749;sharing;1
3750;shemansky;1
3751;sheppard;1
3754;shirazi;1
3755;shiv;1
3762;shrunken;1
3763;sidereal;1
3766;sight;1
3767;signature;2
3789;simulations;1
3790;sin;1
3804;sizes;1
3813;slower;1
3831;smallest;2
3906;somayaji;1
3908;son;1
3910;sorted;1
3911;sotin;1
3928;spate;1
3934;sphere;1
3935;spherical;1
3936;spin;1
3937;spitzer;1
3940;spot;1
3941;spots;2
3944;stability;1
3946;staff;1
3949;stanford;2
3996;statement;1
4000;statementscommons;1
4002;statia;1
4003;statistic;1
4009;steered;1
4010;steiglitz;1
4020;stephan;1
4021;stern;1
4025;sticky;1
4026;stilbon;1
4028;stokes;1
4030;straightforward;1
4047;subsequently;1
4048;substantial;2
4082;suns;1
4083;sunspot;1
4084;supermassive;1
4085;supernova;1
4087;superseded;1
4088;supersonic;1
4089;supported;3
4100;sustain;3
4102;sweep;1
4103;sync;1
4126;tally;1
4131;telescope;1
4137;telescopes;1
4138;telescopic;1
4139;tells;1
4142;tenth;1
4149;terra;1
4163;tess;1
4168;thales;1
4170;theories;1
4177;thermonuclear;1
4183;thomas;3
4191;thousand;3
4193;threshold;1
4194;thrown;1
4195;thunor;1
4196;tidal;1
4197;tidally;1
4198;tides;1
4199;ties;1
4200;tilt;1
4205;tilted;1
4207;tilts;1
4211;timeline;2
4224;tiw;1
4227;torn;1
4228;torrence;1
4231;trades;1
4240;transit;1
4245;translations;1
4246;transpired;1
4254;tycho;1
4255;tychonic;1
4262;tzedeq;1
4265;ultradeep;1
4266;unaligned;1
4267;understood;1
4295;unmotivated;1
4300;upr;1
4301;upwards;1
4311;"uranus
";1
4328;variables;1
4343;velocities;1
4355;"venus
";1
4357;vesta;1
4358;vice;2
4362;virgo;1
4363;virtually;1
4369;volatiles;1
4370;voluminous;1
4371;vote;1
4372;voted;1
4384;webb;1
4386;weekday;1
4393;westward;1
4394;whipple;1
4397;whitney;1
4406;wikidatafeatured;1
4409;winter;1
4410;wisdom;1
4411;wolszczan;1
4433;worlds;1
4434;writers;1
4442;ying;1
4449;zeus;1
0;abate;1
1;abilities;1
5;absent;1
15;acquire;1
20;acta;1
22;adaptations;1
23;adapted;2
35;adl;1
37;adriance;1
41;affecting;2
47;aggregation;1
59;alfred;1
60;alga;1
90;algaebase;1
91;algal;1
97;allergic;1
104;alpine;1
105;alternation;1
118;ancestors;1
126;angiosperm;1
127;angiosperms;1
144;annually;1
145;anoxic;2
146;ant;1
147;antarctic;1
148;anthocerotae;1
149;antifreeze;1
150;ants;1
163;arboretums;1
164;archaeplastida;1
172;aristotle;1
174;arrangement;1
178;art;1
196;assemblage;2
198;assignable;1
207;attributed;2
210;author;1
220;autumn;1
223;axils;1
235;baragwanathia;1
237;barkley;1
251;bean;1
252;bedding;1
253;beer;1
257;behave;1
264;best;2
266;beverages;1
268;biennial;1
274;biogeochemical;2
277;biologie;1
284;biomes;1
288;blossom;2
295;botanicorum;1
296;botanist;1
297;botany;1
301;bower;1
302;boxesarticles;1
304;branched;1
308;breeding;1
309;bremer;1
311;broadest;1
313;bromeliad;1
315;broomrape;1
319;bryophyta;1
320;bryophyte;1
321;bryophytes;1
323;buck;1
326;bundle;1
347;camels;1
348;cane;1
349;cannabis;1
354;capitals;1
364;care;1
365;carnivorous;2
370;carved;1
371;catch;1
408;cellulose;2
434;charophyta;1
438;cherry;1
439;chert;1
441;chitinous;1
442;chlorophyll;2
445;chlorophylls;1
448;chlorophyta;1
451;chloroplasts;1
459;christensen;1
461;chromosomes;1
467;clades;1
468;cladistic;1
471;cladogram;1
483;classifications;1
487;classify;1
489;clearly;2
491;climbing;1
495;cloth;1
501;coats;1
502;cocaine;1
510;collections;2
511;colonies;1
512;colorful;1
513;columns;1
520;commenced;1
531;compete;1
552;cone;1
553;confers;1
554;confined;2
556;coniferous;2
566;conserve;1
567;conserved;2
581;conspicuous;1
582;construction;1
619;corvallis;1
622;costly;1
623;count;1
626;crane;1
627;crawled;1
634;cronquist;1
640;crowded;1
641;cryobiology;1
642;cultivate;1
649;cultivation;1
654;cumin;1
655;cupulate;1
658;cut;1
661;cuticle;1
664;cyanobacterial;1
666;cysts;1
667;cytogeneticist;1
688;deals;1
693;decide;1
694;deciduous;1
696;decorate;1
697;decorated;1
698;defend;1
699;defense;1
706;definitions;2
717;demonstrate;1
730;deposited;2
747;descendants;2
751;desert;1
752;desiccation;1
753;designations;1
755;designs;1
756;desmids;1
758;detailed;1
760;deterrent;1
768;developments;3
780;dichotomous;1
802;digitalis;1
806;diploid;1
819;displacing;1
821;displayed;1
829;diverging;1
838;diversify;1
843;divisional;1
847;domesticated;1
848;dominance;1
852;drain;1
854;drift;1
857;drugs;1
862;dwellings;1
887;ecological;1
900;egyptian;1
907;elicitor;1
909;embryogenesis;1
910;embryophytes;1
913;emphasis;1
916;encompass;1
918;endangered;1
919;endophytic;1
920;endosymbiosis;1
921;endosymbiotic;2
933;engulfing;1
940;environments;2
944;epidermal;2
945;epiparasites;1
946;epiphytes;1
950;epiphytic;1
952;ernest;1
955;espalier;1
978;ethnobotany;1
980;etiolation;1
981;eukaryote;1
993;evergreens;1
1025;examination;1
1030;exclude;3
1034;existing;2
1038;exploded;1
1040;exposed;1
1061;fatal;1
1069;felt;1
1070;ferns;1
1075;fertilisation;2
1076;fescue;1
1078;fibers;1
1082;fig;1
1083;figure;1
1084;filamentous;1
1086;fine;2
1087;fixing;2
1088;flagellin;1
1089;flags;1
1090;flat;1
1092;flavoring;1
1093;flora;1
1098;flowers;1
1100;fluvial;1
1101;flytrap;1
1162;fossilised;1
1163;fossilized;2
1181;freeman;1
1184;freezes;1
1186;freezing;1
1193;friedl;1
1194;fronds;1
1200;fruiting;2
1227;gametophytes;1
1229;garden;1
1230;gardening;1
1233;gardens;1
1239;generale;1
1252;genotype;1
1255;georg;1
1256;gifts;1
1262;glaucophyta;1
1264;glerum;1
1265;glossopteris;1
1269;goats;1
1271;goffinet;1
1272;golden;1
1275;governing;1
1276;grasslands;1
1318;greenhouses;1
1319;gregor;1
1335;groupings;1
1382;guar;1
1384;gum;1
1385;gymnosperm;1
1386;gymnosperms;1
1394;hal;1
1395;hampered;1
1397;hardiness;1
1403;harvest;1
1408;hay;2
1411;heaps;1
1416;hemiepiphytes;1
1417;hemlock;1
1418;hemp;1
1419;hepaticae;1
1420;herbaceous;1
1422;herbivores;1
1424;herbs;1
1425;heterotrophic;1
1431;historic;1
1438;holt;1
1440;honey;1
1441;hornworts;1
1442;horticulture;1
1448;howard;1
1458;ideas;1
1462;illegal;1
1476;impregnated;2
1478;incident;1
1525;indeterminate;1
1527;indigenous;1
1533;indoors;1
1542;inhabit;1
1543;inheritance;1
1548;insect;1
1550;inshore;1
1558;integrating;1
1559;integument;1
1566;intercepting;1
1573;intolerances;1
1574;intracellular;2
1581;invasive;1
1582;invested;1
1583;invoke;1
1586;irritations;1
1602;johnson;1
1606;jubilee;1
1618;jute;1
1619;kathleen;1
1620;keene;1
1621;kenrick;1
1628;kills;1
1654;korall;1
1655;kunstformen;1
1657;laboratories;1
1661;lamps;1
1691;lands;1
1692;lapidary;1
1693;larcher;1
1708;laura;1
1711;lawn;1
1717;lea;1
1730;leisure;1
1731;leliaert;1
1732;lepidodendron;1
1735;lewin;1
1736;lewis;1
1760;linkswikipedia;1
1761;linnaeus;1
1769;lithophytic;1
1773;liverworts;1
1786;locust;1
1787;log;1
1797;lotus;1
1798;louise;1
1804;lrr;1
1805;lycophyte;1
1806;magnesium;2
1812;maize;1
1828;mar;1
1829;marek;1
1830;margarine;1
1831;marin;1
1836;massjuk;1
1841;mattox;1
1842;mature;1
1843;maturing;1
1844;mcclintock;1
1846;mccourt;1
1862;megagametophyte;1
1863;megasporangium;1
1865;melkonian;1
1872;memory;1
1873;mendel;1
1875;meristematic;1
1880;metaphyta;1
1887;microgametophyte;1
1890;microsoft;1
1905;mines;1
1908;missouri;1
1909;mistletoe;1
1910;mitochondria;2
1911;mitosis;2
1912;mobile;2
1913;mode;2
1926;moestrup;1
1937;morphologie;1
1939;mosses;1
1953;multigene;1
1963;musical;1
1964;mutualistic;2
1965;mycorrhizal;3
1967;myrmecophytes;1
1991;naturalistic;1
1997;nearshore;1
2014;neoproterozoic;1
2016;neotyphodium;1
2017;network;1
2018;newer;1
2021;niedernhall;1
2028;nominum;1
2029;nonfood;1
2035;northernmost;1
2037;notice;1
2055;nutritionally;1
2066;occasions;1
2086;oregon;2
2122;originated;1
2123;ornamental;1
2125;ornaments;1
2126;orpen;1
2127;ought;1
2133;overpower;1
2134;ovule;1
2135;ovules;1
2140;pacific;1
2146;painting;1
2147;palaeobiology;1
2148;paleobotany;1
2152;palms;1
2153;palo;1
2155;papyrus;1
2157;paraphyletic;1
2163;parasitism;1
2164;parasitize;1
2165;parasitizing;1
2168;park;1
2178;pathogen;1
2182;pea;1
2183;peat;1
2189;perennial;1
2191;perennials;2
2196;pesticide;1
2197;pesticides;1
2203;petrified;1
2210;philosophia;1
2211;phloem;2
2221;photosynthesize;1
2222;photosynthetic;1
2226;phragmoplast;1
2228;phylogeny;1
2232;phytotelmata;1
2233;pigment;1
2235;pigments;1
2238;pinpoint;1
2239;pioneering;1
2317;plantae;1
2470;plastida;1
2471;plastids;2
2476;played;1
2477;pls;1
2492;pollinate;1
2500;possessing;1
2507;prasinophyceae;1
2509;prasinophyte;1
2514;predictive;1
2516;prepares;1
2522;presumably;1
2567;productivity;1
2570;prominence;1
2571;prominently;1
2578;protective;1
2589;protista;1
2600;pryer;1
2603;pteridophyta;1
2604;pteridosperms;1
2606;pulped;1
2609;quantity;2
2611;rabenhorst;1
2613;radically;1
2614;ramie;1
2618;rarely;1
2621;rates;2
2628;rayon;1
2650;recognize;1
2654;records;1
2666;referencesarticles;2
2674;regurgitate;1
2675;rehabilitating;1
2698;remarkable;2
2701;renewable;1
2704;reproduce;1
2714;requirements;1
2717;resemblance;1
2718;resemble;1
2724;resembling;1
2725;resin;1
2726;resistance;2
2727;resistant;2
2741;resurrection;1
2747;reveal;1
2748;revered;1
2749;reviews;2
2751;revisions;1
2752;rhodophyta;1
2754;rhynie;1
2755;rhyniophytes;1
2762;rocks;3
2778;rope;1
2780;rosemary;1
2781;rough;1
2783;rrna;1
2785;saint;2
2786;sakai;1
2790;scene;1
2791;schneider;1
2792;schuettpelz;1
2799;sculpture;1
2800;scum;1
2808;secrete;1
2811;sedimentary;2
2821;seedling;2
2825;segregated;1
2826;segregation;1
2827;seldom;2
2831;sensu;1
2837;separately;1
2838;sequoia;1
2844;settings;1
2847;sew;1
2849;shade;1
2850;shaw;1
2852;shelter;1
2858;shrink;1
2859;signals;1
2860;signatures;1
2862;silar;1
2863;silicified;1
2864;silicon;2
2882;slowly;2
2888;smith;1
2890;smithsonian;1
2893;smoking;1
2895;societatis;1
2905;sophistication;1
2917;spaces;1
2925;specializing;1
2944;specimens;1
2945;sperm;1
2947;spirogyra;1
2949;sporangia;1
2950;spores;1
2951;sporophyte;1
2953;sports;1
2958;stalk;1
2975;stations;1
2976;stems;1
2979;stewart;1
2980;stimulates;1
2981;stomata;2
2982;stoneworts;1
2991;strangler;1
2992;streptophyta;1
2994;streptophyte;1
2998;stresses;1
2999;stricter;1
3008;strychnine;1
3015;stumps;1
3020;submerged;1
3021;suboptimal;1
3023;substructure;1
3024;successfully;1
3025;suffer;2
3039;sundew;1
3042;superficial;1
3050;supportive;1
3051;supraoptimal;1
3056;survival;2
3065;svanbergfjellet;1
3067;sweeter;1
3068;symbiosis;2
3070;symbiotic;2
3071;syncytium;1
3076;systematische;1
3092;taxonomy;2
3096;teaching;1
3097;temperate;1
3102;tenaciously;1
3110;thaliana;1
3112;therapy;1
3114;things;1
3119;thread;1
3122;timber;1
3124;timing;1
3130;toothwort;1
3131;topiary;1
3133;totipotent;1
3134;tourism;1
3135;toxalbumins;1
3156;tremendous;1
3158;triggers;1
3164;truly;1
3165;trunk;1
3166;tundras;1
3176;uidica;1
3177;ultimate;1
3178;unbranched;1
3179;uncertainty;1
3181;uncultivated;1
3185;unfrozen;1
3186;unicellular;2
3204;unquestionably;1
3205;unranked;1
3208;unscathed;1
3270;vegetabilia;1
3279;verlag;1
3281;viridiphyta;1
3282;viridiplantae;1
3291;walls;2
3296;warmer;1
3297;warsaw;1
3298;wastes;1
3315;waxy;1
3319;weddings;1
3322;whisk;1
3324;whittaker;1
3325;whorls;1
3329;wikibook;1
3330;wild;1
3331;wildflower;1
3334;windblown;1
3341;woody;1
3343;worker;1
3348;woven;1
3349;xylem;2
3363;zechman;1
13;accelerator;1
14;accentuates;1
43;acre;1
49;activates;1
52;activator;1
73;aeration;1
74;aerator;1
75;aerobic;2
97;aids;1
107;alder;1
108;alfalfa;1
114;aluminum;1
115;amendments;1
145;anthocyanin;1
146;anticipation;1
167;apply;1
171;apricots;1
174;architecture;1
188;artificially;1
194;assisted;1
200;associations;1
235;bark;1
236;barley;1
242;beets;1
254;biomass;1
264;bone;1
265;boosting;1
266;borate;1
268;borates;1
269;borax;1
304;broadcast;1
306;browning;1
315;bushels;1
331;cam;1
332;canadian;1
333;canopy;1
347;carries;1
348;carrots;1
351;casparian;1
399;charges;1
410;chlorosis;1
415;claims;1
429;coloration;1
446;complexes;1
453;compounded;1
461;concentrated;1
473;condensing;1
481;conserves;1
482;consideration;1
484;consistently;1
496;constriction;1
499;contact;1
507;contaminant;1
511;contributor;1
514;controlled;1
522;copper;1
526;correction;1
527;coupled;1
533;critically;1
540;cropped;1
548;cuticular;1
559;decades;1
561;decomposing;1
563;decreasing;1
566;defective;1
612;degradation;1
616;denatured;1
617;deoxyribonucleic;2
626;depress;1
630;deriving;1
631;desiccated;1
637;detoxification;1
642;diagnostic;1
643;dicotyledons;1
657;diffusion;1
665;directors;1
666;discolored;1
674;distinctive;1
677;dj;1
688;draw;1
689;dries;1
693;drought;1
703;editing;1
705;editingarticles;1
720;element;2
730;elementary;1
740;elementshidden;1
741;elevation;1
742;emanuel;1
743;embodied;1
753;engelmann;1
754;england;1
777;epstein;1
814;exhibit;1
817;expel;1
818;experiencing;1
832;fastest;1
835;favors;1
841;fertilizer;1
844;fertilizers;1
849;fighting;1
850;film;1
855;fix;1
856;fixation;1
866;flow;1
869;foliage;1
872;foliar;1
878;fonds;1
884;forage;1
887;forestry;1
910;frees;1
927;fungicide;1
929;gardeners;1
935;geochemical;1
947;greening;1
981;hairs;1
984;harbour;1
986;harsco;1
1000;helpful;1
1001;helping;1
1025;hitherto;1
1026;hoagland;1
1028;hokkaido;1
1031;hormone;1
1032;horsetail;1
1038;hydroponic;1
1040;hypoxia;1
1042;identifying;2
1044;immediate;1
1046;immobile;1
1048;impaired;1
1070;improving;1
1073;inadequate;1
1099;indicators;1
1106;inhibited;1
1108;inline;1
1117;integrate;1
1124;interveinal;1
1147;ionome;1
1163;irrigation;1
1205;lateral;1
1208;laval;1
1212;leaching;1
1230;legume;1
1247;lightening;1
1248;lignin;1
1264;lodging;1
1272;longmans;1
1287;lumpy;1
1288;luxury;1
1308;manganese;1
1310;manifested;1
1313;manure;1
1314;mapping;1
1336;mesophyll;1
1360;mineralization;1
1373;mobility;1
1375;moderately;1
1377;modifies;1
1391;molybdenum;1
1395;montreal;1
1403;mutualism;1
1405;mycorrhizae;1
1413;na;1
1429;necrosis;1
1431;necrotic;1
1444;needle;1
1445;needles;1
1450;neutralization;1
1460;nitrate;1
1465;nitrification;1
1511;nitrogenase;1
1517;notable;1
1520;novel;1
1527;nurseries;1
1604;obvious;1
1613;officials;1
1628;organ;2
1653;osmosis;1
1654;ounce;1
1656;outstanding;1
1658;overcoming;1
1659;owens;1
1684;passive;1
1685;passively;2
1686;pathogens;1
1687;peaches;1
1688;pectins;1
1689;pellet;1
1690;percolating;1
1693;permeated;1
1694;pest;1
1695;petioles;1
1699;pharmacology;1
1703;philip;1
1707;phosphates;1
1708;phosphoenolpyruvate;1
1709;phosphoric;1
1734;photosystem;1
1739;pilbeam;1
1857;plentiful;1
1863;polarity;1
1865;polyprotic;1
1869;poppy;1
1870;portrayed;1
1898;pounds;1
1908;precipitates;1
1909;precipitous;1
1910;premature;1
1924;principle;1
1953;prone;1
1969;pulp;1
1971;pulpwood;1
1972;pump;1
1973;pumped;1
1974;pumps;1
1975;purple;1
1985;quebec;1
2012;recherches;1
2014;reddening;1
2026;reforested;1
2027;regeneration;1
2045;released;1
2050;relocatable;1
2051;relocating;1
2062;render;1
2079;researcharticles;1
2101;retarded;1
2111;reuse;1
2113;revisited;1
2135;rooting;1
2143;rot;1
2148;sand;1
2150;sandy;1
2151;sap;1
2152;scarcest;1
2155;se;1
2164;seedlings;1
2170;selenium;1
2178;shined;1
2179;shoot;1
2189;si;1
2191;signs;1
2195;silicate;1
2202;silt;1
2207;sitka;1
2262;soils;1
2265;solarization;1
2268;solubility;1
2277;solute;1
2279;solutes;1
2295;spinning;1
2298;spray;1
2299;sprays;1
2302;spreading;1
2303;spruce;1
2310;stands;1
2311;starches;1
2324;stays;1
2325;stele;1
2331;stimulated;1
2335;stomatal;1
2337;strawberries;1
2338;strengthen;1
2339;strengthening;1
2340;strikes;1
2350;stunted;1
2362;substitute;1
2363;substituting;1
2364;substitution;1
2366;subtle;1
2384;superficially;1
2402;symptom;1
2415;taiz;1
2420;teaming;1
2421;technique;1
2431;tendency;1
2443;tinted;1
2451;tolerance;1
2454;topmost;1
2466;toxin;1
2470;tracheids;1
2473;transformations;1
2474;translocated;1
2476;transpiration;1
2496;triple;1
2499;try;1
2500;twigs;1
2505;ultrastructural;1
2507;unavailable;1
2509;underground;1
2510;underside;1
2516;unobtainable;1
2525;uptake;2
2563;verifying;1
2565;vigor;1
2566;vigorous;1
2596;weathering;1
2598;wet;1
2607;"wikibooks
";1
2611;woodlands;1
2618;yellowing;1
2619;younger;1
2625;zeiger;1
2626;zinc;1
2629;zurich;1
25;affinity;1
27;aj;1
28;akizumi;1
29;alberts;1
30;album;1
31;allow;1
39;amoeboid;1
41;amounting;1
50;ancestry;1
62;anselm;1
64;antibodies;1
71;archaebacterial;1
72;argue;1
82;assembled;1
91;autonomous;1
93;autotrophs;1
98;baby;1
106;bacterium;1
111;baseline;1
116;beds;1
126;beverly;1
127;bi;1
128;biased;1
136;binomial;1
139;biogenic;1
153;biomolecular;1
154;biomolecules;1
161;brilliant;1
170;burgess;1
176;canis;1
183;capsid;1
189;carpeting;1
252;chastity;1
266;chen;1
267;chromosome;1
278;cloning;1
286;coded;1
287;codes;1
288;coding;1
294;colonized;1
295;colonizing;1
318;compare;1
320;comparisons;1
321;compartments;1
322;competence;1
323;competent;1
343;connective;1
371;contiguous;1
377;coordinate;1
379;corresponds;1
381;coyote;1
382;craig;1
386;creature;1
388;critique;1
390;cultured;1
396;custom;1
398;cyclins;1
402;dacks;1
405;darwinian;1
410;dataset;1
427;dendrotoxins;1
436;descended;1
437;descent;1
441;designer;1
442;destroyed;1
455;dictate;1
476;disparities;1
494;domains;1
498;download;1
499;dr;1
500;dresser;1
501;dubnau;1
526;eberly;1
533;eldholm;1
537;elusive;1
542;enabling;1
559;enumerating;1
560;envelops;1
567;equating;1
568;ericoid;1
577;ethical;1
578;ethics;1
599;evidences;1
625;exhibits;1
638;facultative;1
648;filipa;1
650;fitness;1
652;fits;1
656;folds;1
658;folse;1
659;ford;1
672;formations;1
687;freely;1
691;functioning;1
702;fungus;1
705;ga;1
716;genera;1
748;genitalium;1
755;geology;1
756;giardia;1
758;glacier;1
762;gogarten;1
765;graphite;1
782;gulf;1
785;guppies;1
787;gwynedd;1
788;habitat;1
792;hereditary;1
794;herron;1
795;hesiocaeca;1
798;hgt;1
803;histories;1
827;hox;1
839;inanimate;1
840;incapable;1
855;indexing;1
880;interbreed;1
881;interbreeding;1
888;interpret;1
890;invariably;1
891;inventory;1
896;isua;1
898;jm;1
900;johnsborg;1
910;kant;1
911;katz;1
933;lahr;1
936;lara;1
947;legacy;1
949;lexicon;1
974;lineages;1
1002;logsdon;1
1006;lowliest;1
1007;ls;1
1008;lua;1
1009;lupus;1
1011;machinery;1
1017;madeline;1
1029;malik;1
1033;mat;1
1044;mediate;1
1045;meet;1
1046;megagenomes;1
1048;meiotic;1
1052;membraine;1
1062;metaphor;1
1065;metasedimentary;1
1071;methanicola;1
1072;mexico;1
1079;mile;1
1086;minik;1
1089;mitchell;1
1104;monomeric;1
1105;morphologic;1
1106;mosaic;1
1118;multilevel;1
1121;mushroom;1
1122;mycoplasma;1
1138;neanderthalensis;1
1149;notion;1
1164;nucleus;1
1169;objective;1
1176;oklahoma;1
1180;operate;1
1188;organelle;1
1189;organelles;1
1210;organismal;1
1239;organismshidden;1
1240;organizational;1
1241;organize;1
1250;overlapping;1
1252;owe;1
1255;oxygenic;1
1256;paleoarchean;1
1258;paradigm;1
1259;parameters;1
1261;parfrey;1
1277;penn;1
1279;perform;1
1283;permeability;1
1290;philosophy;1
1298;phylogenies;1
1301;pightling;1
1320;polygenomic;1
1321;polypore;1
1327;preexisting;1
1349;proceed;1
1360;prokaryote;1
1361;prokaryotes;1
1388;publishers;1
1389;pumping;1
1392;quarterly;1
1397;ramesh;1
1400;ranked;1
1401;rankings;1
1402;ranks;1
1417;recipient;1
1418;recombination;1
1420;reconstructed;1
1421;reconstruction;1
1423;recording;1
1426;redefining;1
1441;relevance;1
1445;replicate;1
1446;replicated;1
1448;representatives;1
1449;represented;1
1454;respiratory;1
1470;reznick;1
1478;rosing;1
1480;rules;1
1483;salty;1
1484;sandstone;1
1485;santelices;1
1486;sapiens;1
1490;scales;1
1492;schleiden;1
1493;schurko;1
1520;sequence;1
1525;sequences;1
1529;seth;1
1531;sex;1
1546;shed;1
1555;simplex;1
1556;simplifies;1
1561;siyeh;1
1564;slime;1
1572;sociological;1
1578;specialize;1
1600;spoolman;1
1601;square;1
1604;staphylococcus;1
1608;stefaniak;1
1610;stimuli;1
1613;strains;1
1614;strassmann;1
1615;stromatolites;1
1639;superorganism;1
1650;sustainability;1
1651;syllabus;1
1665;takeshi;1
1695;toshiro;1
1696;totally;1
1697;toxins;1
1701;traits;1
1706;transcription;1
1712;transformation;1
1716;transitions;1
1717;translate;1
1719;transmitting;1
1729;trichomonas;1
1730;triggered;1
1731;trillions;1
1739;unbound;1
1740;unclear;1
1759;universality;1
1764;unrivaled;1
1781;venter;1
1783;viral;1
1786;viruses;1
1803;visualize;1
1805;wainwright;1
1834;yoko;1
